ndx	pdbpath	fxity	nfrags
1	../scop40/lq/d1lqsl_.ent	15.585801640989565	131
2	../scop40/sm/d1smba_.ent	24.371144389867474	153
3	../scop40/sm/d1smoa_.ent	27.608362870498702	102
4	../scop40/sm/d1smpi_.ent	28.463430650206508	89
5	../scop40/lq/d1lqta1.ent	24.26140476872264	208
6	../scop40/fi/d1fiua_.ent	23.54032997665102	275
7	../scop40/2a/d12asa_.ent	25.33873544965638	316
8	../scop40/51/d351ca_.ent	22.60748992934272	71
9	../scop40/56/d256ba_.ent	14.811124096536059	95
10	../scop40/lq/d1lqta2.ent	23.948454858397618	235
11	../scop40/lq/d1lqva_.ent	28.78466385251184	161
12	../scop40/fi/d1fiw.1.ent	28.26262861007525	263
13	../scop40/sm/d1smra_.ent	27.22315078946881	320
14	../scop40/fi/d2fi0a1.ent	19.152900691201076	68
15	../scop40/lr/d1lr0a_.ent	22.49997749210393	112
16	../scop40/lr/d1lr5a_.ent	25.98000688820624	149
17	../scop40/6v/d16vpa_.ent	22.328528157870103	300
18	../scop40/lr/d1lr7a1.ent	26.060318698543455	14
19	../scop40/lr/d1lr7a2.ent	23.168783794683755	37
20	../scop40/91/d1914a1.ent	26.160059402834094	67
21	../scop40/fi/d2fi1a1.ent	22.293694714927927	176
22	../scop40/sm/d1smva_.ent	25.572761658707897	185
23	../scop40/91/d1914a2.ent	33.112015375338565	74
24	../scop40/fi/d2fi2a1.ent	17.201503406766538	81
25	../scop40/sm/d1smxa_.ent	24.750401154671906	77
26	../scop40/a0/d1a04a1.ent	18.25799891101909	56
27	../scop40/fi/d2fi9a1.ent	25.260409880079223	107
28	../scop40/a0/d1a04a2.ent	23.168915094090075	127
29	../scop40/fi/d2fiaa1.ent	25.52130380562841	146
30	../scop40/lr/d1lrva_.ent	18.48723649149371	222
31	../scop40/lr/d1lrza1.ent	8.635484344225477	54
32	../scop40/fi/d2fika2.ent	28.164503649910042	160
33	../scop40/lr/d1lrza2.ent	26.370378912334782	154
34	../scop40/a0/d1a06a_.ent	25.22216356564199	268
35	../scop40/a0/d1a0aa_.ent	15.654925848035221	52
36	../scop40/lr/d1lrza3.ent	26.26377384586093	159
37	../scop40/ls/d1ls1a1.ent	16.41639244973615	86
38	../scop40/ls/d1ls1a2.ent	23.16102825561098	208
39	../scop40/fi/d2fiqa1.ent	23.333843014092256	392
40	../scop40/a0/d1a0ca_.ent	23.429160025058355	426
41	../scop40/fi/d2fiua1.ent	24.94864447100853	83
42	../scop40/a0/d1a0ia1.ent	27.59604760050726	90
43	../scop40/fi/d2fiwa1.ent	25.55760225649372	148
44	../scop40/ls/d1lsha1.ent	17.29755828163125	334
45	../scop40/a0/d1a0ia2.ent	26.177785619205554	220
46	../scop40/a0/d1a0pa1.ent	17.386809050154966	80
47	../scop40/a0/d1a0pa2.ent	21.51763921609557	169
48	../scop40/fi/d2fiya1.ent	23.744983306566475	274
49	../scop40/ls/d1lsha2.ent	27.229947096876877	263
50	../scop40/fi/d4fiva_.ent	24.86660069830342	105
51	../scop40/fj/d1fj2a_.ent	25.19102533620056	218
52	../scop40/fj/d1fjca_.ent	26.073678143877835	85
53	../scop40/fj/d1fjeb1.ent	26.009671069845155	80
54	../scop40/a0/d1a0tp_.ent		
55	../scop40/a0/d2a07f1.ent	21.877875813312773	71
56	../scop40/a0/d2a0aa1.ent	30.807430881677124	120
57	../scop40/fj/d1fjha_.ent	25.372076187279415	225
58	../scop40/ls/d1lsha3.ent	32.0141163158443	347
59	../scop40/a0/d2a0ba_.ent	14.457404117494557	107
60	../scop40/fj/d1fjja_.ent	26.698541087661717	143
61	../scop40/fj/d1fjla_.ent	17.779119348409797	54
62	../scop40/fj/d1fjna_.ent	26.283503791000054	28
63	../scop40/ls/d1lshb_.ent	30.524126366488662	164
64	../scop40/ls/d1lsla1.ent	26.913131516692687	43
65	../scop40/ls/d1lssa_.ent	23.168128733764824	121
66	../scop40/fj/d1fjra_.ent	26.462901032773114	177
67	../scop40/fj/d2fj6a1.ent	17.98415857706202	63
68	../scop40/fj/d2fj8a1.ent	25.275896376663145	48
69	../scop40/a0/d2a0ma1.ent	23.506804711410748	288
70	../scop40/fj/d2fjca1.ent	14.976377364251535	140
71	../scop40/fj/d2fjla1.ent	29.583046212072194	90
72	../scop40/ls/d1lsta_.ent	24.29585306005174	227
73	../scop40/fk/d1fk5a_.ent	19.038813872730124	82
74	../scop40/a0/d2a0sa1.ent	27.474891608836323	155
75	../scop40/fk/d1fkma1.ent	17.146881207663466	182
76	../scop40/fk/d1fkma2.ent	17.960581826335602	115
77	../scop40/fk/d2fk4a1.ent	22.85012544343621	53
78	../scop40/lt/d1lt7a_.ent	25.935383023454733	294
79	../scop40/fk/d2fk8a1.ent	23.177894409588525	269
80	../scop40/a0/d2a0ua1.ent	24.524936074114184	358
81	../scop40/lt/d1ltla_.ent	26.19095224388497	228
82	../scop40/fk/d2fkba1.ent	26.857099844113538	151
83	../scop40/fk/d2fkia1.ent	25.043999961120296	107
84	../scop40/fk/d2fkla1.ent	27.438731620030556	53
85	../scop40/fk/d2fkza1.ent	15.71208231911727	146
86	../scop40/lt/d1ltoa_.ent	25.25201640180388	232
87	../scop40/fl/d1fl0a_.ent	26.321581900422217	153
88	../scop40/lt/d1ltqa1.ent	26.074181267948052	131
89	../scop40/fl/d1fl2a1.ent	25.269381268450818	173
90	../scop40/fl/d1fl2a2.ent	25.32964944998639	115
91	../scop40/fl/d1flca1.ent	27.81336161747279	145
92	../scop40/a1/d1a12a_.ent	27.52266300871695	390
93	../scop40/lt/d1ltza_.ent	22.804164131561933	263
94	../scop40/lu/d1lu0a_.ent	20.671885378626627	18
95	../scop40/a1/d1a17a_.ent	15.496739948824674	148
96	../scop40/lu/d1lu4a_.ent	25.35431024282136	127
97	../scop40/a1/d1a1ia1.ent	22.58581807674717	18
98	../scop40/a1/d1a1va1.ent	24.29142492855563	124
99	../scop40/lu/d1luaa1.ent	23.24992508304815	184
100	../scop40/fl/d1flca2.ent	26.01945377302456	260
101	../scop40/lu/d1luaa2.ent	24.28344841990639	86
102	../scop40/fl/d1flei_.ent	25.690188077048788	36
103	../scop40/a1/d1a1va2.ent	25.006866896699147	283
104	../scop40/a1/d1a1xa_.ent	29.333632288116224	95
105	../scop40/a1/d2a10a1.ent	25.67287295338457	93
106	../scop40/a1/d2a13a1.ent	31.566973929714116	140
107	../scop40/lu/d1luca_.ent	25.22289363369322	315
108	../scop40/a1/d2a14a1.ent	24.269028401090154	246
109	../scop40/a1/d2a15a1.ent	28.22855830252701	121
110	../scop40/lu/d1lucb_.ent	23.8507150348615	309
111	../scop40/a1/d2a1fa1.ent	24.68341433209357	218
112	../scop40/lu/d1luga_.ent	25.725981925125108	248
113	../scop40/lu/d1luia_.ent	28.85652668082834	97
114	../scop40/a1/d2a1ha1.ent	27.031547642035427	356
115	../scop40/fl/d1flga_.ent	28.009006095363272	571
116	../scop40/a1/d2a1ia1.ent	23.854507153051568	118
117	../scop40/a1/d2a1ja1.ent	18.70751388912499	51
118	../scop40/fl/d1flma_.ent	27.831003379544324	111
119	../scop40/a1/d2a1jb1.ent	17.118578877884392	67
120	../scop40/fl/d1fltx_.ent	28.42085790330763	84
121	../scop40/lu/d1lura_.ent	29.057416986295454	312
122	../scop40/lu/d1luza_.ent	26.233495677991442	71
123	../scop40/sm/d1smyc_.ent	26.10470272686279	1108
124	../scop40/lv/d1lv3a_.ent	25.630460708308572	54
125	../scop40/fl/d2fl4a1.ent	26.268192447786753	135
126	../scop40/fm/d1fm0d_.ent	24.806589822406796	70
127	../scop40/a1/d2a1ka1.ent	27.790675353990295	199
128	../scop40/fm/d1fm0e_.ent	27.81039757188075	131
129	../scop40/a1/d2a1va1.ent	24.38529268830345	124
130	../scop40/fm/d1fm4a_.ent	28.375189193444687	148
131	../scop40/lv/d1lv7a_.ent	22.82906043635329	240
132	../scop40/lv/d1lvaa3.ent	19.869464844396305	53
133	../scop40/lv/d1lvaa4.ent	20.815044806343533	49
134	../scop40/lv/d1lvfa_.ent	11.387877370630026	95
135	../scop40/a1/d2a1xa1.ent	26.538732157812774	241
136	../scop40/a2/d1a25a_.ent	26.48807665519421	121
137	../scop40/fm/d1fmca_.ent	23.887534310191455	244
138	../scop40/lv/d1lvla1.ent	25.797805906356807	209
139	../scop40/a2/d1a2oa1.ent	23.457118956440738	129
140	../scop40/lv/d1lvla2.ent	25.011651146836886	104
141	../scop40/lv/d1lvmb_.ent	26.98069921070701	208
142	../scop40/a2/d2a21a1.ent	24.548655513355556	252
143	../scop40/a2/d2a26a1.ent	14.688542201600505	44
144	../scop40/lw/d1lw7a1.ent	24.335755568100737	148
145	../scop40/a2/d2a29a1.ent	27.645856404993832	125
146	../scop40/fm/d1fmja_.ent	21.423548019718584	331
147	../scop40/lw/d1lw7a2.ent	23.54131765348527	168
148	../scop40/fm/d1fmta1.ent	25.70118540986897	97
149	../scop40/a2/d2a2ja1.ent	26.87123512971185	189
150	../scop40/lw/d1lwba_.ent	18.455523859574882	111
151	../scop40/a2/d2a2la1.ent	25.947149509545163	131
152	../scop40/fm/d1fmta2.ent	24.482728305584008	189
153	../scop40/fm/d2fm8a1.ent	25.5677970823658	123
154	../scop40/a2/d2a2ma1.ent	18.521498186686983	217
155	../scop40/a2/d2a2pa1.ent	24.065870533512847	109
156	../scop40/a2/d2a2ra2.ent	23.899388188884803	66
157	../scop40/fm/d2fm9a1.ent	16.073719114191178	190
158	../scop40/a3/d1a32a_.ent	15.972203906070783	74
159	../scop40/fm/d2fmba_.ent	25.77746312584029	97
160	../scop40/fm/d2fmla1.ent	22.573885234188634	45
161	../scop40/a3/d1a34a_.ent	26.16742854144009	136
162	../scop40/a3/d1a3aa_.ent	23.96253229878341	134
163	../scop40/fm/d2fmla2.ent	29.086867344770926	189
164	../scop40/fm/d2fmma1.ent	25.770302629132026	57
165	../scop40/fm/d2fmpa1.ent	18.237729724369675	71
166	../scop40/fm/d2fmpa2.ent	17.736908836108846	48
167	../scop40/a3/d1a3ca_.ent	26.665899167845577	155
168	../scop40/lw/d1lwda_.ent	25.410459726599033	402
169	../scop40/lw/d1lwha1.ent	31.25393153111963	39
170	../scop40/fm/d2fmpa3.ent	25.62056335466137	186
171	../scop40/a3/d1a3qa2.ent	27.20537010294968	173
172	../scop40/a3/d1a3xa3.ent	24.748859523770005	110
173	../scop40/a3/d2a35a1.ent	24.78306568670257	197
174	../scop40/fn/d1fn9a_.ent	23.28760455979461	354
175	../scop40/fn/d1fnaa_.ent	28.393548045608508	80
176	../scop40/fn/d1fnfa1.ent	27.768433275927112	83
177	../scop40/lw/d1lwha2.ent	24.18334035370032	380
178	../scop40/fn/d1fnfa2.ent	27.61351341342239	80
179	../scop40/fn/d1fnfa3.ent	27.754225837179455	78
180	../scop40/lx/d1lxja_.ent	27.37280518100444	90
181	../scop40/fn/d1fnha1.ent	27.571583020239625	79
182	../scop40/lx/d1lxna_.ent	26.111538749973345	85
183	../scop40/fn/d1fnha2.ent	27.552348389208987	79
184	../scop40/fn/d1fnla1.ent	27.15074119965354	73
185	../scop40/fn/d1fnla2.ent	27.297099979085548	78
186	../scop40/ly/d1ly1a_.ent	22.611424456951564	141
187	../scop40/ly/d1ly2a1.ent	27.6679896941976	56
188	../scop40/ly/d1ly2a2.ent	27.149399308938854	52
189	../scop40/fn/d1fnna1.ent	20.865572523701896	92
190	../scop40/fn/d1fnna2.ent	22.190945030357057	265
191	../scop40/ly/d1lyva_.ent	25.293434006467912	272
192	../scop40/fn/d1fnoa3.ent	29.8241087344222	97
193	../scop40/fn/d1fnoa4.ent	25.993516388964178	274
194	../scop40/lz/d1lzla_.ent	24.627268056256742	306
