      1 a 10 2
      1 a 102 6
      1 a 109 1
      1 a 118 13
      1 a 118 15
      1 a 118 20
      1 a 118 22
      1 a 118 23
      1 a 118 24
      1 a 118 25
      1 a 118 4
      1 a 118 5
      1 a 120 1
      1 a 137 1
      1 a 137 10
      1 a 137 11
      1 a 137 12
      1 a 137 13
      1 a 137 14
      1 a 137 15
      1 a 137 4
      1 a 137 5
      1 a 140 4
      1 a 140 6
      1 a 147 1
      1 a 148 1
      1 a 150 1
      1 a 15 1
      1 a 151 1
      1 a 159 1
      1 a 159 3
      1 a 159 4
      1 a 159 5
      1 a 163 1
      1 a 166 1
      1 a 176 1
      1 a 178 1
      1 a 179 1
      1 a 180 1
      1 a 18 1
      1 a 181 1
      1 a 185 1
      1 a 188 1
      1 a 191 1
      1 a 196 1
      1 a 198 1
      1 a 199 1
      1 a 200 1
      1 a 203 1
      1 a 205 1
      1 a 206 1
      1 a 210 1
      1 a 212 1
      1 a 2 14
      1 a 214 1
      1 a 215 1
      1 a 2 18
      1 a 219 1
      1 a 220 1
      1 a 221 1
      1 a 222 1
      1 a 224 1
      1 a 225 1
      1 a 226 1
      1 a 227 1
      1 a 228 1
      1 a 229 1
      1 a 230 1
      1 a 23 1
      1 a 232 1
      1 a 233 1
      1 a 23 4
      1 a 234 1
      1 a 235 1
      1 a 23 7
      1 a 239 1
      1 a 24 1
      1 a 241 1
      1 a 24 18
      1 a 24 20
      1 a 24 21
      1 a 242 1
      1 a 24 23
      1 a 24 24
      1 a 24 25
      1 a 24 27
      1 a 244 1
      1 a 246 3
      1 a 248 1
      1 a 249 1
      1 a 251 1
      1 a 253 1
      1 a 254 1
      1 a 25 5
      1 a 255 1
      1 a 25 6
      1 a 256 1
      1 a 258 1
      1 a 259 1
      1 a 262 1
      1 a 263 1
      1 a 267 1
      1 a 270 1
      1 a 272 1
      1 a 273 1
      1 a 275 1
      1 a 276 1
      1 a 279 1
      1 a 2 8
      1 a 282 1
      1 a 286 1
      1 a 290 1
      1 a 29 11
      1 a 291 1
      1 a 29 15
      1 a 29 17
      1 a 294 1
      1 a 295 1
      1 a 296 1
      1 a 297 1
      1 a 29 9
      1 a 302 1
      1 a 30 3
      1 a 30 4
      1 a 30 5
      1 a 30 6
      1 a 30 8
      1 a 34 3
      1 a 34 4
      1 a 38 2
      1 a 39 4
      1 a 40 2
      1 a 40 3
      1 a 4 15
      1 a 46 1
      1 a 46 3
      1 a 47 3
      1 a 47 5
      1 a 47 6
      1 a 48 5
      1 a 49 1
      1 a 5 10
      1 a 5 4
      1 a 54 1
      1 a 58 1
      1 a 5 9
      1 a 60 10
      1 a 60 17
      1 a 64 2
      1 a 68 1
      1 a 70 1
      1 a 7 10
      1 a 72 1
      1 a 8 2
      1 a 84 1
      1 a 8 7
      1 a 8 8
      1 a 88 1
      1 a 92 1
      1 a 94 1
      1 b 101 1
      1 b 102 1
      1 b 111 2
      1 b 114 1
      1 b 116 1
      1 b 1 19
      1 b 119 1
      1 b 120 1
      1 b 1 25
      1 b 126 1
      1 b 127 1
      1 b 128 1
      1 b 135 1
      1 b 144 1
      1 b 146 1
      1 b 147 1
      1 b 152 1
      1 b 154 1
      1 b 156 1
      1 b 158 1
      1 b 161 1
      1 b 162 1
      1 b 165 1
      1 b 168 1
      1 b 173 1
      1 b 174 1
      1 b 175 1
      1 b 176 1
      1 b 177 1
      1 b 178 1
      1 b 182 1
      1 b 184 1
      1 b 2 1
      1 b 2 10
      1 b 28 1
      1 b 32 1
      1 b 3 3
      1 b 34 15
      1 b 34 16
      1 b 34 17
      1 b 34 18
      1 b 34 20
      1 b 34 21
      1 b 3 7
      1 b 38 2
      1 b 38 5
      1 b 40 10
      1 b 40 11
      1 b 40 12
      1 b 40 17
      1 b 42 8
      1 b 45 3
      1 b 48 1
      1 b 5 1
      1 b 54 1
      1 b 55 2
      1 b 55 3
      1 b 59 1
      1 b 61 8
      1 b 67 3
      1 b 68 2
      1 b 68 7
      1 b 69 10
      1 b 69 11
      1 b 69 6
      1 b 69 9
      1 b 72 3
      1 b 73 1
      1 b 7 4
      1 b 7 5
      1 b 77 1
      1 b 77 4
      1 b 80 2
      1 b 80 3
      1 b 80 6
      1 b 81 3
      1 b 81 4
      1 b 82 4
      1 b 85 5
      1 b 90 1
      1 b 94 1
      1 c 102 1
      1 c 10 3
      1 c 105 1
      1 c 112 1
      1 c 115 1
      1 c 1 25
      1 c 125 1
      1 c 126 1
      1 c 127 1
      1 c 128 1
      1 c 1 29
      1 c 1 33
      1 c 138 1
      1 c 147 1
      1 c 148 1
      1 c 152 1
      1 c 153 1
      1 c 155 1
      1 c 20 1
      1 c 23 3
      1 c 40 1
      1 c 47 2
      1 c 51 5
      1 c 52 3
      1 c 52 4
      1 c 56 8
      1 c 64 1
      1 c 67 2
      1 c 67 3
      1 c 8 3
      1 c 8 9
