ndx	pdbpath	fxity	aver_rmsd	nclusts	norm_nclusts	nres
0	../scop40NR/d12asa_.ent	6.954082478355861	4.671656884119026	195	0.6018518518518519	324
1	../scop40NR/d1914a1.ent	4.68885586484643	4.654193089289135	41	0.5466666666666666	75
2	../scop40NR/d1a04a1.ent	3.1586758104924444	3.2211285327357473	22	0.34375	64
3	../scop40NR/d1a0aa_.ent	5.208985545926398	3.2944443617926704	43	0.7166666666666667	60
4	../scop40NR/d1a12a_.ent	7.309397328522922	4.5528420049785865	204	0.5125628140703518	398
5	../scop40NR/d1a1ia1.ent	4.17699200758583	4.369220477765833	21	0.8076923076923077	26
6	../scop40NR/d1a1yi_.ent	5.281727678869736	4.477673632883364	47	0.7833333333333333	60
7	../scop40NR/d1a32a_.ent	3.3641331567136428	2.597775548980181	31	0.3780487804878049	82
8	../scop40NR/d1a4ia2.ent	4.879890114826509	4.351942529489888	63	0.5163934426229508	122
9	../scop40NR/d1a5ta2.ent	5.740756597270032	4.30444706614555	98	0.4803921568627451	204
10	../scop40NR/d1a62a2.ent	5.952086857133704	4.620306008444892	65	0.8666666666666667	75
11	../scop40NR/d1a6bb_.ent	5.1553993115748975	4.3552664216196915	36	0.972972972972973	37
12	../scop40NR/d1a73a_.ent	6.49606343968104	4.694426547660042	114	0.7169811320754716	159
13	../scop40NR/d1a79a1.ent	5.54035523125046	4.706172402899235	62	0.6595744680851063	94
14	../scop40NR/d1a79a2.ent	4.71575363319306	4.644928733742301	42	0.5915492957746479	71
15	../scop40NR/d1a8da1.ent	7.04360010639535	4.557335370621956	160	0.6557377049180327	244
16	../scop40NR/d1a8la1.ent	5.272251567553488	4.546934002051384	73	0.6293103448275862	116
17	../scop40NR/d1a8ra_.ent	6.096681979401052	4.57943870928416	123	0.5642201834862385	218
18	../scop40NR/d1abva_.ent	4.103043226824053	2.5778287141220426	34	0.3333333333333333	102
19	../scop40NR/d1ac5a_.ent	7.286214965389213	4.61568984717163	264	0.55	480
20	../scop40NR/d1acwa_.ent	4.286790198827113	4.855069086396482	21	0.8076923076923077	26
21	../scop40NR/d1ad2a_.ent	6.451077633638903	4.582775387436353	137	0.6199095022624435	221
22	../scop40NR/d1af7a1.ent	4.066301441601735	3.8789346262979163	39	0.5	78
23	../scop40NR/d1afpa_.ent	5.543295834054494	4.369485733978864	47	0.9791666666666666	48
