ndx	pdbpath	fxity	aver_rmsd	nclusts	norm_nclusts	nfrags
0	../scop402/d1lvaa3.ent	3.021370446173608	3.6896291144214244	19	0.3114754098360656	61
1	../scop402/d1lvaa4.ent	3.2515417674879497	3.8515721400101834	22	0.38596491228070173	57
2	../scop402/d3gova1.ent	5.238920491195878	4.28135496435415	44	0.6666666666666666	66
3	../scop402/d1lvka1.ent	4.5340664296648825	4.510485890235302	27	0.627906976744186	43
4	../scop402/d1we8a1.ent	4.093224029126963	4.528865992360987	37	0.42045454545454547	88
5	../scop402/d1lvla2.ent	5.128060055927077	4.779437246703904	54	0.48214285714285715	112
6	../scop402/d1we9a1.ent	4.519974678246912	4.543917170208362	26	0.5416666666666666	48
7	../scop402/d2hcca_.ent	4.784908249233825	4.597612594275668	35	0.5555555555555556	63
8	../scop402/d1weea1.ent	4.8336169753972325	4.624105223967713	33	0.5892857142857143	56
9	../scop402/d4uasa_.ent	5.225537510148831	4.409350591118237	84	0.36363636363636365	231
10	../scop402/d1lwba_.ent	3.4125414795408515	3.097377875490837	33	0.2773109243697479	119
11	../scop402/d1lwha1.ent	4.397006469623028	4.238527188235249	26	0.5531914893617021	47
12	../scop402/d1wela1.ent	4.692191610765654	4.776964232584684	44	0.38596491228070173	114
13	../scop402/d2hcma1.ent	5.628244546726422	4.87277981002474	76	0.48717948717948717	156
14	../scop402/d1wema1.ent	4.59129564611606	4.512167153110107	29	0.48333333333333334	60
15	../scop402/d1weoa1.ent	5.180439261581338	4.353332851946022	41	0.5324675324675324	77
16	../scop402/d1weqa1.ent	5.202302355140764	4.325535858699039	41	0.5942028985507246	69
17	../scop402/d2hd9a1.ent	5.282927265980927	4.556963264792891	54	0.38028169014084506	142
18	../scop402/d3govb_.ent	6.5382433808787175	4.727662749583644	118	0.47580645161290325	248
19	../scop402/d2hdma_.ent	4.479505127618052	4.632724399652729	33	0.4647887323943662	71
20	../scop402/d2hdza_.ent	2.14919409502899	2.5561172038234132	13	0.20634920634920634	63
21	../scop402/d4uava_.ent	4.9877319763114425	4.330170794495425	77	0.3092369477911647	249
22	../scop402/d12asa_.ent	5.595830563598205	4.671656884119026	92	0.2839506172839506	324
23	../scop402/d1914a1.ent	3.526884852696939	4.654193089289135	24	0.32	75
24	../scop402/d1a04a1.ent	2.718854896700541	3.2211285327357473	16	0.25	64
25	../scop402/d3gowa_.ent	4.576542961904692	4.2669650712834795	74	0.2948207171314741	251
26	../scop402/d1a04a2.ent	4.17396624588461	4.458740923833945	41	0.3037037037037037	135
27	../scop402/d1a0aa_.ent	3.866784396332407	3.2944443617926704	25	0.4166666666666667	60
28	../scop402/d3gp9a1.ent	4.544149281421294	4.457797655442524	46	0.36220472440944884	127
29	../scop402/d3gqba1.ent	4.890404116828414	4.562289077764525	35	0.5223880597014925	67
30	../scop402/d1wera_.ent	3.7123361121018124	3.0688846727701353	59	0.1838006230529595	321
31	../scop402/d4ubta1.ent	6.409908767266312	5.1082778560782005	138	0.5054945054945055	273
32	../scop402/d1weva1.ent	4.755362898220586	4.768249129370591	35	0.4861111111111111	72
33	../scop402/d1weya1.ent	4.968518442773229	4.5631450940508484	42	0.4772727272727273	88
34	../scop402/d3gqba4.ent	3.3301913201455804	2.8060267112709374	30	0.20833333333333334	144
35	../scop402/d1weza1.ent	5.1410400452488325	4.7500361963147535	46	0.5348837209302325	86
36	../scop402/d1wf2a1.ent	5.051729975110476	4.842880263756174	46	0.5609756097560976	82
37	../scop402/d1lwha2.ent	5.909186380810379	4.48816523209645	108	0.27835051546391754	388
38	../scop402/d2heka1.ent	4.719192819257915	4.045693858794539	79	0.21584699453551912	366
39	../scop402/d1wf3a1.ent	4.662369947511044	4.582296187021295	52	0.29714285714285715	175
40	../scop402/d2heoa_.ent	3.215625456690156	3.921055721204576	22	0.39285714285714285	56
41	../scop402/d2heqa1.ent	4.809136335230568	4.375918430015522	35	0.5645161290322581	62
42	../scop402/d1wf3a2.ent	4.143288171647486	4.586255782991366	39	0.3391304347826087	115
43	../scop402/d2hewf1.ent	5.250203831214417	4.206559187515259	49	0.392	125
44	../scop402/d1wf5a1.ent	5.3592176036200705	3.9079372758876167	49	0.4666666666666667	105
45	../scop402/d2heyr1.ent	4.788858873737954	4.327289138217456	31	0.543859649122807	57
46	../scop402/d2heyr2.ent	3.3320953986601696	4.283314158046056	13	0.6190476190476191	21
47	../scop402/d3grua_.ent	5.312527086072065	4.441439115004163	79	0.2947761194029851	268
48	../scop402/d2heyr3.ent	4.515685764330496	4.191872210399044	27	0.5294117647058824	51
49	../scop402/d2hf5a1.ent	2.996791631981637	3.624351245098644	15	0.5	30
50	../scop402/d2hfgr_.ent	4.0220552088742	3.96611045839058	18	0.75	24
51	../scop402/d1wf6a1.ent	5.140507623672534	4.636707779436453	52	0.4482758620689655	116
52	../scop402/d4udga_.ent	6.985524067750901	4.751669303652463	160	0.49382716049382713	324
53	../scop402/d1wf9a1.ent	4.836157444548377	4.741077311998288	38	0.4175824175824176	91
54	../scop402/d1lwuc1.ent	6.436870489092856	4.605135506045348	114	0.44015444015444016	259
55	../scop402/d1wfea1.ent	5.01821962393329	4.209658120627306	37	0.5285714285714286	70
56	../scop402/d1wffa1.ent	5.097300724737337	4.5668189607480825	39	0.5652173913043478	69
57	../scop402/d1lxda_.ent	4.665736250433538	4.702300405729553	35	0.4166666666666667	84
58	../scop402/d2hfna_.ent	4.708336398860029	4.725032595346101	54	0.3698630136986301	146
